"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_通称","名称_英語","文化財分類","種類","場所名称","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","員数（数）","員数（単位）","法人番号","所有者等","文化財指定日","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","画像","画像_ライセンス","概要","概要_英語","説明","説明_英語","URL","備考"
"131067","131067100097","台東区","石造狛犬","セキゾウコマイヌ","","","区民文化財","美術工芸品","今戸神社","","","東京都台東区今戸1丁目","東京都","台東区","今戸1丁目","","","35.719423","139.804258","","","","","","","","","1","対","","今戸神社","2003-03-01","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100098","台東区","木造四天王立像","モクゾウシテンノウリュウゾウ","","","区民文化財","美術工芸品","寛永寺","","","東京都台東区上野桜木1丁目","東京都","台東区","上野桜木1丁目","","","35.720447","139.770152","","","","","","","","","4","軀","","寛永寺","2004-03-02","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100099","台東区","下谷地区板碑群(追加5基）","シタヤチクイタビグン","","","区民文化財","美術工芸品","金嶺寺","","","東京都台東区谷中1丁目","東京都","台東区","谷中1丁目","","","35.719320","139.767543","","","","","","","","","5","基","","金嶺寺","2004-03-02","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100100","台東区","橋場地域の生活資料（鈴木家資料）","ハシバチイキノセイカツシリョウ（スズキケシリョウ）","","","区民文化財","有形民俗文化財","","","","東京都台東区","東京都","台東区","","","","","","","","","","","","","","","","","個人","2004-03-02","","","","","","","","","","","","最終確認日2024-01-09"
"131067","131067100101","台東区","橋場地域の生活資料（東城家資料）","ハシバチイキノセイカツシリョウ（トウジョウケシリョウ）","","","区民文化財","有形民俗文化財","","","","東京都台東区","東京都","台東区","","","","","","","","","","","","","","","","","個人","2004-03-02","","","","","","","","","","","","最終確認日2024-01-09"
"131067","131067100102","台東区","刺繍仏涅槃図","シシュウブツネハンズ","","","区民文化財","美術工芸品","安楽寺","","","東京都台東区根岸4丁目","東京都","台東区","根岸4丁目","","","35.725445","139.783576","","","","","","","","","1","幅","","安楽寺","2005-03-01","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100103","台東区","木造大黒天立像","モクゾウダイコクテンリュウゾウ","","","区民文化財","美術工芸品","護国院","","","東京都台東区上野公園","東京都","台東区","上野公園","","","35.718098","139.777876","","","","","","","","","1","軀","","護国院","2005-03-01","","","","","","","","","","","","最終確認日2024-01-09・座標精度：大字・町代表点"
"131067","131067100104","台東区","一石五輪塔","イッセキゴリントウ","","","区民文化財","美術工芸品","西福寺","","","東京都台東区蔵前4丁目","東京都","台東区","蔵前4丁目","","","35.704407","139.789296","","","","","","","","","1","基","","西福寺","2005-03-01","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100105","台東区","木造四天王立像","モクゾウシテンノウリュウゾウ","","","区民文化財","美術工芸品","寛永寺","","","東京都台東区上野桜木1丁目","東京都","台東区","上野桜木1丁目","","","35.720447","139.770152","","","","","","","","","4","軀","","寛永寺","2006-03-01","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100106","台東区","銅鐘","ドウショウ","","","区民文化財","美術工芸品","輪王寺","","","東京都台東区上野公園","東京都","台東区","上野公園","","","35.718098","139.777876","","","","","","","","","1","口","","輪王寺","2006-03-01","","","","","","","","","","","","最終確認日2024-01-09・座標精度：大字・町代表点"
"131067","131067100107","台東区","銅鐘","ドウショウ","","","区民文化財","美術工芸品","寛永寺","","","東京都台東区上野桜木1丁目","東京都","台東区","上野桜木1丁目","","","35.720447","139.770152","","","","","","","","","1","口","","寛永寺","2006-03-01","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100108","台東区","鰐口","ワニグチ","","","区民文化財","美術工芸品","寛永寺","","","東京都台東区上野桜木1丁目","東京都","台東区","上野桜木1丁目","","","35.720447","139.770152","","","","","","","","","1","口","","寛永寺","2006-03-01","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100109","台東区","猿若町旧市村座太鼓","サルワカマチキュウイチムラザタイコ","","","区民文化財","美術工芸品","猿若町会","","","東京都台東区浅草6丁目","東京都","台東区","浅草6丁目","","","35.716255","139.799964","","","","","","","","","1","台","","猿若町会","2006-03-01","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100110","台東区","上野広小路三橋遺構　附　出土近世遺物一括","ウエノヒロコウジミハシイコウツケタリシュツドキンセイイブツイッカツ","","","区民文化財","建造物","上野公園","","","東京都台東区上野公園","東京都","台東区","上野公園","","","35.718098","139.777876","","","(03)5246-5828","","","","","","","","","台東区教育委員会","2007-03-01","","","","","","","","","","","","最終確認日2024-01-09・座標精度：大字・町代表点"
"131067","131067100111","台東区","紙本著色慈眼大師縁起絵巻","シホンチャクショクジゲンダイシエンギエマキ","","","区指定文化財","美術工芸品","寛永寺","","","東京都台東区上野桜木1丁目","東京都","台東区","上野桜木1丁目","","","35.720447","139.770152","","","","","","","","","3","巻","","寛永寺","2010-03-02","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100112","台東区","絹本著色珪山宗璜像　附　絹本著色珪山宗璜像　紙本墨書珪山宗璜遺偈","ケンポンチャクショクケイサンソウコウゾウツケタリケンポンチャクショクケイサンソウコウゾウシホンボクショケイサンソウコウユイゲ","","","区民文化財","美術工芸品","臨江寺","","","東京都台東区谷中1丁目","東京都","台東区","谷中1丁目","","","35.719320","139.767543","","","","","","","","","1","幅","","臨江寺","2007-03-01","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100113","台東区","紙本著色金亀図　酒井抱一筆","シホンチャクショクコンキズサカイホウイツヒツ","","","区民文化財","美術工芸品","永称寺","","","東京都台東区根岸3丁目","東京都","台東区","根岸3丁目","","","35.723762","139.782708","","","","","","","","","1","幅","","永称寺","2007-03-01","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100114","台東区","木造観音菩薩立像","モクゾウカンノンボサツリュウゾウ","","","区民文化財","美術工芸品","寛永寺清水観音堂","","","東京都台東区上野公園","東京都","台東区","上野公園","","","35.718098","139.777876","","","","","","","","","1","軀","","寛永寺","2007-03-01","","","","","","","","","","","","最終確認日2024-01-09・座標精度：大字・町代表点"
"131067","131067100115","台東区","天王寺棟札","テンノウジムナフダ","","","区民文化財","美術工芸品","天王寺","","","東京都台東区谷中7丁目","東京都","台東区","谷中7丁目","","","35.727344","139.769368","","","","","","","","","5","点","","天王寺","2007-03-01","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100116","台東区","庚申塔","コウシントウ","","","区民文化財","有形民俗文化財","小野照崎神社ほか","","","東京都台東区","東京都","台東区","","","","","","","","","","","","","","60","基","","小野照崎神社ほか","2007-03-01","","","","","","","","","","","","最終確認日2024-01-09"
"131067","131067100117","台東区","紙本著色元三大師縁起絵巻","シホンチャクショクガンザンダイシエンギエマキ","","","区指定文化財","美術工芸品","寛永寺","","","東京都台東区上野桜木1丁目","東京都","台東区","上野桜木1丁目","","","35.720447","139.770152","","","","","","","","","3","巻","","寛永寺","2010-03-02","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100118","台東区","絹本著色東叡山之図","ケンポンチャクショクトウエイザンノズ","","","区民文化財","美術工芸品","寛永寺","","","東京都台東区上野桜木1丁目","東京都","台東区","上野桜木1丁目","","","35.720447","139.770152","","","","","","","","","1","幅","","寛永寺","2008-03-17","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100119","台東区","銅造観音菩薩坐像・銅造勢至菩薩坐像　附　石造基壇　石造手水鉢　石燈籠竿石","ドウゾウカンノンボサツザゾウドウゾウセイシボサツザゾウツケタリセキゾウキダンセキゾウチョウズバチイシドウロウサオイシ","","","区民文化財","美術工芸品","浅草寺","","","東京都台東区浅草2丁目","東京都","台東区","浅草2丁目","","","35.714610","139.794125","","","","","","","","","2","軀","","浅草寺","2008-03-17","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100120","台東区","銅鐘","ドウショウ","","","区指定文化財","美術工芸品","浅草寺","","","東京都台東区浅草2丁目","東京都","台東区","浅草2丁目","","","35.714610","139.794125","","","","","","","","","1","口","","浅草寺","2015-03-13","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100121","台東区","坂本村文書","サカモトムラモンジョ","","","区民文化財","美術工芸品","台東区教育委員会","","","東京都台東区西浅草3丁目25番16号","東京都","台東区","西浅草3丁目25番16号","","","35.717536","139.789599","","","(03)5246-5828","","","","","","13","点","","台東区教育委員会","2008-03-17","","","","","","","","","","","","最終確認日2024-01-09・座標精度：番地号一致"
"131067","131067100122","台東区","三社船祭礼再興碑","サンジャフナサイレイサイコウヒ","","","区民文化財","美術工芸品","浅草寺","","","東京都台東区浅草2丁目","東京都","台東区","浅草2丁目","","","35.714610","139.794125","","","","","","","","","1","基","","浅草寺","2008-03-17","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100123","台東区","銅造阿弥陀如来立像及び両脇侍像","ドウゾウアミダニョライリュウゾウオヨビリョウワキジゾウ","","","区民文化財","美術工芸品","灯明寺","","","東京都台東区北上野2丁目","東京都","台東区","北上野2丁目","","","35.716979","139.783839","","","","","","","","","3","軀","","灯明寺","2009-03-23","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100124","台東区","銅鐘","ドウショウ","","","区民文化財","美術工芸品","浅草寺","","","東京都台東区浅草2丁目","東京都","台東区","浅草2丁目","","","35.714610","139.794125","","","","","","","","","1","口","","浅草寺","2009-03-23","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100125","台東区","鰐口","ワニグチ","","","区民文化財","美術工芸品","寛永寺","","","東京都台東区上野桜木1丁目","東京都","台東区","上野桜木1丁目","","","35.720447","139.770152","","","","","","","","","1","口","","寛永寺","2009-03-23","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100126","台東区","銘石「黒髪山」附．箱．紙本著色黒髪山縁起絵巻","メイセキクロカミヤマツケタリハコシホンチャクショククロカミヤマエンギエマキ","","","区民文化財","美術工芸品","寛永寺","","","東京都台東区上野桜木1丁目","東京都","台東区","上野桜木1丁目","","","35.720447","139.770152","","","","","","","","","1","点","","寛永寺","2009-03-23","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100127","台東区","紙本著色熊谷稲荷縁起絵巻　附．紙本墨書熊谷稲荷縁起","シホンチャクショククマガイイナリエンギエマキツケタリシホンボクショクマガイイナリエンギ","","","区指定文化財","美術工芸品","浅草寺","","","東京都台東区浅草2丁目","東京都","台東区","浅草2丁目","","","35.714610","139.794125","","","","","","","","","1","巻","","浅草寺","2014-03-03","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100128","台東区","木造十二神将立像","モクゾウジュウニシンショウリュウゾウ","","","区民文化財","美術工芸品","寛永寺","","","東京都台東区上野桜木1丁目","東京都","台東区","上野桜木1丁目","","","35.720447","139.770152","","","","","","","","","12","軀","","寛永寺","2010-03-02","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100129","台東区","銅鐘","ドウショウ","","","区民文化財","美術工芸品","唯念寺","","","東京都台東区元浅草2丁目","東京都","台東区","元浅草2丁目","","","35.709760","139.784110","","","","","","","","","1","口","","唯念寺","2010-03-02","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100130","台東区","鰐口","ワニグチ","","","区民文化財","美術工芸品","寛永寺","","","東京都台東区上野桜木1丁目","東京都","台東区","上野桜木1丁目","","","35.720447","139.770152","","","","","","","","","1","口","","寛永寺","2010-03-02","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100131","台東区","日本図大鏡","ニホンズオオカガミ","","","区民文化財","美術工芸品","東照宮","","","東京都台東区上野公園","東京都","台東区","上野公園","","","35.718098","139.777876","","","","","","","","","1","面","","東照宮","2010-03-02","","","","","","","","","","","","最終確認日2024-01-09・座標精度：大字・町代表点"
"131067","131067100132","台東区","大太刀（陰陽丸）","オオダチ（インヨウマル）","","","区民文化財","有形民俗文化財","熱田神社","","","東京都台東区今戸2丁目","東京都","台東区","今戸2丁目","","","35.721618","139.803194","","","","","","","","","1","振","","熱田神社","2010-03-02","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100133","台東区","杮経","コケラキョウ","","","区指定文化財","美術工芸品","台東区教育委員会","","","東京都台東区西浅草3丁目25番16号","東京都","台東区","西浅草3丁目25番16号","","","35.717536","139.789599","","","(03)5246-5828","","","","","","1","件","","台東区教育委員会","2011-03-16","","","","","","","","","","","","最終確認日2024-01-09・座標精度：番地号一致"
"131067","131067100134","台東区","石造多宝塔","セキゾウタホウトウ","","","区民文化財","建造物","浅草寺","","","東京都台東区浅草2丁目","東京都","台東区","浅草2丁目","","","35.714610","139.794125","","","","","","","","","1","基","","浅草寺","2011-03-16","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100135","台東区","銅造観音菩薩坐像","ドウゾウカンノンボサツザゾウ","","","区民文化財","美術工芸品","榧寺","","","東京都台東区蔵前3丁目","東京都","台東区","蔵前3丁目","","","35.704650","139.791433","","","","","","","","","1","軀","","榧寺","2011-03-16","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100136","台東区","銅造宝篋印塔","ドウゾウホウキョウイントウ","","","区民文化財","美術工芸品","浅草寺","","","東京都台東区浅草2丁目","東京都","台東区","浅草2丁目","","","35.714610","139.794125","","","","","","","","","1","基","","浅草寺","2011-03-16","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100137","台東区","大久保主水忠記の井戸","オオクボモントタダノリノイド","","","区民文化財","美術工芸品","瑞輪寺","","","東京都台東区谷中4丁目","東京都","台東区","谷中4丁目","","","35.722716","139.767424","","","","","","","","","1","基","","瑞輪寺","2011-03-16","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100138","台東区","谷中三崎町会文書（野池家所蔵）","ヤナカサンサキチョウカイモンジョ（ノイケケショゾウ）","","","区民文化財","美術工芸品","台東区教育委員会","","","東京都台東区西浅草3丁目25番16号","東京都","台東区","西浅草3丁目25番16号","","","35.717536","139.789599","","","(03)5246-5828","","","","","","7","点","","台東区教育委員会","2011-03-16","","","","","","","","","","","","最終確認日2024-01-09・座標精度：番地号一致"
"131067","131067100139","台東区","銅造阿弥陀如来坐像","ドウゾウアミダニョライザゾウ","","","区民文化財","美術工芸品","浅草寺","","","東京都台東区浅草2丁目","東京都","台東区","浅草2丁目","","","35.714610","139.794125","","","","","","","","","1","軀","","浅草寺","2012-03-05","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100140","台東区","天王寺版木","テンノウジハンギ","","","区民文化財","美術工芸品","天王寺","","","東京都台東区谷中7丁目","東京都","台東区","谷中7丁目","","","35.727344","139.769368","","","","","","","","","51","面","","天王寺","2012-03-05","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100141","台東区","谷中三崎町会文書（台東区教育委員会所蔵）","ヤナカサンサキチョウカイモンジョ（タイトウクキョウイクイインカイショゾウ）","","","区民文化財","美術工芸品","台東区教育委員会","","","東京都台東区西浅草3丁目25番16号","東京都","台東区","西浅草3丁目25番16号","","","35.717536","139.789599","","","(03)5246-5828","","","","","","2","点","","台東区教育委員会","2012-03-05","","","","","","","","","","","","最終確認日2024-01-09・座標精度：番地号一致"
"131067","131067100142","台東区","下谷地区板碑群（追加2基）","シタヤチクイタビグン","","","区民文化財","美術工芸品","天王寺","","","東京都台東区谷中7丁目","東京都","台東区","谷中7丁目","","","35.727344","139.769368","","","","","","","","","2","基","","天王寺","2012-03-05","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100143","台東区","木造秋葉権現騎狐像","モクゾウアキバゴンゲンキコゾウ","","","区民文化財","美術工芸品","榧寺","","","東京都台東区蔵前3丁目","東京都","台東区","蔵前3丁目","","","35.704650","139.791433","","","","","","","","","1","軀","","榧寺","2013-03-14","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100144","台東区","浅草寺版木","センソウジハンギ","","","区民文化財","美術工芸品","浅草寺","","","東京都台東区浅草2丁目","東京都","台東区","浅草2丁目","","","35.714610","139.794125","","","","","","","","","158","面","","浅草寺","2013-03-14","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100145","台東区","北豊島郡浅草区地方今戸町（自壱番地至拾五番地）実測図","キタトシマグンアサクサクジカタイマドチョウ（イチバンチヨリジュウゴバンチニイタル）ジッソクズ","","","区民文化財","美術工芸品","台東区教育委員会","","","東京都台東区西浅草3丁目25番16号","東京都","台東区","西浅草3丁目25番16号","","","35.717536","139.789599","","","(03)5246-5911","","","","","","1","舗","","台東区教育委員会","2013-03-14","","","","","","","","","","","","最終確認日2024-01-09・座標精度：番地号一致"
"131067","131067100146","台東区","今戸人形の型","イマドニンギョウノカタ","","","区民文化財","有形民俗文化財","","","","東京都台東区","東京都","台東区","","","","","","","","","","","","","","131","点","","個人","2013-03-14","","","","","","","","","","","","最終確認日2024-01-09"
"131067","131067100147","台東区","浅草寺絵馬・扁額群","センソウジエマヘンガクグン","","","区民文化財","有形民俗文化財","浅草寺","","","東京都台東区浅草2丁目","東京都","台東区","浅草2丁目","","","35.714610","139.794125","","","","","","","","","241","点","","浅草寺","2013-03-14","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100148","台東区","銅造観音菩薩坐像","ドウゾウカンノンボサツザゾウ","","","区民文化財","美術工芸品","浅草寺","","","東京都台東区浅草2丁目","東京都","台東区","浅草2丁目","","","35.714610","139.794125","","","","","","","","","1","軀","","浅草寺","2014-03-03","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100149","台東区","浅草神社の仮面　附．鬼毛","アサクサジンジャノカメンツケタリオニゲ","","","区民文化財","美術工芸品","浅草神社","","","東京都台東区浅草2丁目","東京都","台東区","浅草2丁目","","","35.714610","139.794125","","","","","","","","","7","面","","浅草神社","2014-03-03","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100150","台東区","柏木家文書","カシワギケモンジョ","","","区民文化財","美術工芸品","台東区教育委員会","","","東京都台東区西浅草3丁目25番16号","東京都","台東区","西浅草3丁目25番16号","","","35.717536","139.789599","","","(03)5246-5828","","","","","","14","点","","台東区教育委員会","2014-03-03","","","","","","","","","","","","最終確認日2024-01-09・座標精度：番地号一致"
"131067","131067100151","台東区","木造阿弥陀如来坐像","モクゾウアミダニョライザゾウ","","","区民文化財","美術工芸品","光明寺","","","東京都台東区元浅草4丁目","東京都","台東区","元浅草4丁目","","","35.709415","139.786680","","","","","","","","","1","軀","","光明寺","2015-03-13","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100152","台東区","徳川将軍家朱印状","トクガワショウグンケシュインジョウ","","","区民文化財","美術工芸品","浅草寺","","","東京都台東区浅草2丁目","東京都","台東区","浅草2丁目","","","35.714610","139.794125","","","","","","","","","4","通","","浅草寺","2015-03-13","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100153","台東区","諸願伺届扣（感応寺旧蔵）","ショネガイウカガイトドケヒカエ（カンノウジキュウゾウ）","","","区民文化財","美術工芸品","台東区教育委員会","","","東京都台東区西浅草3丁目25番16号","東京都","台東区","西浅草3丁目25番16号","","","35.717536","139.789599","","","(03)5246-5828","","","","","","1","冊","","台東区教育委員会","2015-03-13","","","","","","","","","","","","最終確認日2024-01-09・座標精度：番地号一致"
"131067","131067100154","台東区","谷素外寿碑","タニソガイジュヒ","","","区民文化財","美術工芸品","慶養寺","","","東京都台東区今戸1丁目","東京都","台東区","今戸1丁目","","","35.719423","139.804258","","","","","","","","","1","基","","慶養寺","2015-03-13","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100155","台東区","谷素外墓碑","タニソガイボヒ","","","区民文化財","美術工芸品","慶養寺","","","東京都台東区今戸1丁目","東京都","台東区","今戸1丁目","","","35.719423","139.804258","","","","","","","","","1","基","","慶養寺","2015-03-13","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100156","台東区","浅草寺棟札","センソウジムナフダ","","","区民文化財","美術工芸品","浅草寺","","","東京都台東区浅草2丁目","東京都","台東区","浅草2丁目","","","35.714610","139.794125","","","","","","","","","20","点","","浅草寺","2015-03-13","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100157","台東区","木造阿弥陀如来坐像","モクゾウアミダニョライザゾウ","","","区指定文化財","美術工芸品","浅草寺","","","東京都台東区浅草2丁目","東京都","台東区","浅草2丁目","","","35.714610","139.794125","","","","","","","","","1","軀","","浅草寺","2016-03-15","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100158","台東区","銅鐘","ドウショウ","","","区民文化財","美術工芸品","宗林寺","","","東京都台東区谷中3丁目","東京都","台東区","谷中3丁目","","","35.726192","139.765089","","","","","","","","","1","口","","宗林寺","2016-03-15","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100159","台東区","今戸人形の型（追加）","イマドニンギョウノカタ","","","区民文化財","有形民俗文化財","","","","東京都台東区","東京都","台東区","","","","","","","","","","","","","","1","点","","個人","2016-03-15","","","","","","","","","","","","最終確認日2024-01-09"
"131067","131067100160","台東区","西蔵院棟札","サイゾウインムナフダ","","","区民文化財","美術工芸品","西蔵院","","","東京都台東区根岸3丁目","東京都","台東区","根岸3丁目","","","35.723762","139.782708","","","","","","","","","6","点","","西蔵院","2016-03-15","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100161","台東区","玉露童女追悼集　附　木造玉露童女坐像　玉露童女書状","ギョクロドウニョツイトウシュウツケタリモクゾウギョクロドウニョザゾウギョクロドウニョショジョウ","","","区指定文化財","美術工芸品","浅草寺","","","東京都台東区浅草2丁目","東京都","台東区","浅草2丁目","","","35.714610","139.794125","","","","","","","","","29","巻","","浅草寺","2019-03-15","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100162","台東区","吉徳これくしょん（和書）","ヨシトクコレクション（ワショ）","","","区民文化財","有形民俗文化財","株式会社吉徳","","","東京都台東区浅草橋1丁目","東京都","台東区","浅草橋1丁目","","","35.698366","139.784325","","","","","","","","","581","件","","株式会社吉徳","2016-03-15","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100163","台東区","吉徳これくしょん（一枚刷）","ヨシトクコレクション（イチマイズリ）","","","区民文化財","有形民俗文化財","株式会社吉徳","","","東京都台東区浅草橋1丁目","東京都","台東区","浅草橋1丁目","","","35.698366","139.784325","","","","","","","","","237","件","","株式会社吉徳","2016-03-15","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100164","台東区","銅造阿弥陀如来坐像","ドウゾウアミダニョライザゾウ","","","区民文化財","美術工芸品","仰願寺","","","東京都台東区清川1丁目","東京都","台東区","清川1丁目","","","35.724747","139.803682","","","","","","","","","1","軀","","仰願寺","2017-03-15","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100165","台東区","銅造地蔵菩薩片足踏下げ像","ドウゾウジゾウボサツカタアシフミサゲゾウ","","","区民文化財","美術工芸品","念佛院","","","東京都台東区清川1丁目","東京都","台東区","清川1丁目","","","35.724747","139.803682","","","","","","","","","1","軀","","念佛院","2017-03-15","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100166","台東区","護国院版木　附　印章等","ゴコクインハンギツケタリインショウトウ","","","区民文化財","美術工芸品","護国院","","","東京都台東区上野公園","東京都","台東区","上野公園","","","35.718098","139.777876","","","","","","","","","111","面","","護国院","2017-03-15","","","","","","","","","","","","最終確認日2024-01-09・座標精度：大字・町代表点"
"131067","131067100167","台東区","紙本著色文恭院殿葬送絵巻","シホンチャクショクブンキョウインデンソウソウエマキ","","","区民文化財","美術工芸品","春性院","","","東京都台東区上野公園","東京都","台東区","上野公園","","","35.718098","139.777876","","","","","","","","","1","巻","","春性院","2017-03-15","","","","","","","","","","","","最終確認日2024-01-09・座標精度：大字・町代表点"
"131067","131067100168","台東区","吉徳これくしょん〔芝居番付類（一枚刷）〕","ヨシトクコレクション（シバイバンヅケルイイチマイズリ）","","","区民文化財","有形民俗文化財","株式会社吉徳","","","東京都台東区浅草橋1丁目","東京都","台東区","浅草橋1丁目","","","35.698366","139.784325","","","","","","","","","800","件","","株式会社吉徳","2017-03-15","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100169","台東区","木造聖徳太子立像","モクゾウショウトクタイシリュウゾウ","","","区民文化財","美術工芸品","報恩寺","","","東京都台東区東上野6丁目","東京都","台東区","東上野6丁目","","","35.714568","139.784095","","","","","","","","","1","軀","","報恩寺","2018-03-15","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100170","台東区","髪繍六字名号","ハッシュウロクジミョウゴウ","","","区民文化財","美術工芸品","念佛院","","","東京都台東区清川1丁目","東京都","台東区","清川1丁目","","","35.724747","139.803682","","","","","","","","","1","幅","","念佛院","2018-03-15","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100171","台東区","吉徳これくしょん（古文書）","ヨシトクコレクション（コモンジョ）","","","区民文化財","有形民俗文化財","株式会社吉徳","","","東京都台東区浅草橋1丁目","東京都","台東区","浅草橋1丁目","","","35.698366","139.784325","","","","","","","","","50","件","","株式会社吉徳","2018-03-15","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100172","台東区","浅草寺版木（追加）","センソウジハンギ","","","区民文化財","美術工芸品","浅草寺","","","東京都台東区浅草2丁目","東京都","台東区","浅草2丁目","","","35.714610","139.794125","","","","","","","","","79","面","","浅草寺","2019-03-15","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
"131067","131067100173","台東区","網野宥俊採集の浅草寺旧本堂跡出土資料一括","アミノユウシュンサイシュウノセンソウジキュウホンドウアトシュツドシリョウイッカツ","","","区民文化財","美術工芸品","浅草寺","","","東京都台東区浅草2丁目","東京都","台東区","浅草2丁目","","","35.714610","139.794125","","","","","","","","","1","括","","浅草寺","2019-03-15","","","","","","","","","","","","最終確認日2024-01-09・座標精度：小字・丁目代表点"
